courseName,courseLetter,courseNumber,Item,ItemType,,CourseName,CourseLetter,CourseNumber
HUS 220,HUS,220,Teaching Assistant I Certificate checksheet,Program,,,,
HUS 221,HUS,221,"Child & Family Services Concentration, BSMHHS checksheet",Program,,,,
HUS 221,HUS,221,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
HUS 221,HUS,221,Education Studies Minor checksheet,Program,,,,
HUS 221,HUS,221,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 221,HUS,221,Mental Health Electives checksheet,Program,,,,
HUS 222,HUS,222,Adult Mental Health Rehabilitation Concentration checksheet,Program,,,,
HUS 222,HUS,222,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 222,HUS,222,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 222,HUS,222,Mental Health Electives checksheet,Program,,,,
HUS 222,HUS,222,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 223,HUS,223,HUS 270,Prereq,,,,
HUS 223,HUS,223,HUS 470,Prereq,,,,
HUS 223,HUS,223,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 223,HUS,223,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 223,HUS,223,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 224,HUS,224,Advocacy Minor checksheet,Program,,,,
HUS 224,HUS,224,Human Services Certificate checksheet,Program,,,,
HUS 224,HUS,224,Human Services Minor checksheet,Program,,,,
HUS 224,HUS,224,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 224,HUS,224,Mental Health Electives checksheet,Program,,,,
HUS 229,HUS,229,HUS 342,Prereq,,,,
HUS 229,HUS,229,Mental Health Electives checksheet,Program,,,,
HUS 229,HUS,229,PSY 229,CrossList,,,,
HUS 230,HUS,230,Addiction Studies Minor checksheet,Program,,,,
HUS 230,HUS,230,"Grief, Loss & Trauma Minor checksheet",Program,,,,
HUS 230,HUS,230,HUS 223,Prereq,,,,
HUS 230,HUS,230,HUS 309,Prereq,,,,
HUS 230,HUS,230,Human Services Certificate checksheet,Program,,,,
HUS 230,HUS,230,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 230,HUS,230,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 230,HUS,230,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 230,HUS,230,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 232,HUS,232,Addiction Studies Minor checksheet,Program,,,,
HUS 232,HUS,232,Adult Mental Health Rehabilitation Concentration checksheet,Program,,,,
HUS 232,HUS,232,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
HUS 232,HUS,232,Domestic Public Service Certificate checksheet,Program,,,,
HUS 232,HUS,232,Domestic Service Certificate checksheet,Program,,,,
HUS 232,HUS,232,"Grief, Loss & Trauma Minor checksheet",Program,,,,
HUS 232,HUS,232,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 232,HUS,232,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 232,HUS,232,Mental Health Electives checksheet,Program,,,,
HUS 232,HUS,232,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 232,HUS,232,Psychiatric In-Patient Care Certificate checksheet,Program,,,,
HUS 232,HUS,232,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 233,HUS,233,Addiction Studies Minor checksheet,Program,,,,
HUS 233,HUS,233,Adult Mental Health Rehabilitation Concentration checksheet,Program,,,,
HUS 233,HUS,233,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
HUS 233,HUS,233,"Grief, Loss & Trauma Minor checksheet",Program,,,,
HUS 233,HUS,233,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 233,HUS,233,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 233,HUS,233,Mental Health Electives checksheet,Program,,,,
HUS 233,HUS,233,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 233,HUS,233,"Optional Women's, Gender, and Sexuality Studies Concentration checksheet",Program,,,,
HUS 233,HUS,233,Psychiatric In-Patient Care Certificate checksheet,Program,,,,
HUS 233,HUS,233,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 236,HUS,236,Adult Mental Health Rehabilitation Concentration checksheet,Program,,,,
HUS 236,HUS,236,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 236,HUS,236,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 236,HUS,236,Mental Health Electives checksheet,Program,,,,
HUS 236,HUS,236,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 240,HUS,240,Geriatric Human Services Minor checksheet,Program,,,,
HUS 240,HUS,240,Mental Health Electives checksheet,Program,,,,
HUS 262,HUS,262,EDU 262,CrossList,,,,
HUS 262,HUS,262,Mental Health Electives checksheet,Program,,,,
HUS 262,HUS,262,Teaching Assistant I Certificate checksheet,Program,,,,
HUS 263,HUS,263,Early Childhood Services Minor checksheet,Program,,,,
HUS 263,HUS,263,Human Services Certificate checksheet,Program,,,,
HUS 263,HUS,263,Mental Health Electives checksheet,Program,,,,
HUS 263,HUS,263,"Optional Women's, Gender, and Sexuality Studies Concentration checksheet",Program,,,,
HUS 270,HUS,270,HUS 223,Prereq,,,,
HUS 270,HUS,270,HUS 470,Prereq,,,,
HUS 270,HUS,270,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 270,HUS,270,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 289,HUS,289,Mental Health Electives checksheet,Program,,,,
HUS 304,HUS,304,Education Studies Minor checksheet,Program,,,,
HUS 304,HUS,304,PSY 304,CrossList,,,,
HUS 305,HUS,305,Communications Minor checksheet,Program,,,,
HUS 305,HUS,305,HUS 349,Prereq,,,,
HUS 305,HUS,305,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 305,HUS,305,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 305,HUS,305,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 305,HUS,305,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 306,HUS,306,Early Childhood Services Minor checksheet,Program,,,,
HUS 306,HUS,306,Mental Health Electives checksheet,Program,,,,
HUS 306,HUS,306,PSY 306,CrossList,,,,
HUS 308,HUS,308,Geriatric Human Services Minor checksheet,Program,,,,
HUS 308,HUS,308,HUS 461,Prereq,,,,
HUS 308,HUS,308,HUS 462,Prereq,,,,
HUS 308,HUS,308,HUS 463,Prereq,,,,
HUS 308,HUS,308,HUS 470,Prereq,,,,
HUS 308,HUS,308,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 308,HUS,308,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 308,HUS,308,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 309,HUS,309,Human Services Certificate checksheet,Program,,,,
HUS 309,HUS,309,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 309,HUS,309,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 309,HUS,309,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 309,HUS,309,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 316,HUS,316,HUS 223,Prereq,,,,
HUS 316,HUS,316,HUS 270,Prereq,,,,
HUS 316,HUS,316,HUS 279,Prereq,,,,
HUS 316,HUS,316,HUS 461,Prereq,,,,
HUS 316,HUS,316,HUS 462,Prereq,,,,
HUS 316,HUS,316,HUS 463,Prereq,,,,
HUS 316,HUS,316,HUS 470,Prereq,,,,
HUS 316,HUS,316,Human Services Minor checksheet,Program,,,,
HUS 316,HUS,316,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 316,HUS,316,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 316,HUS,316,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 318,HUS,318,Addiction Studies Minor checksheet,Program,,,,
HUS 318,HUS,318,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
HUS 318,HUS,318,Mental Health Electives checksheet,Program,,,,
HUS 323,HUS,323,"Child & Family Services Concentration, BSMHHS checksheet",Program,,,,
HUS 323,HUS,323,Early Childhood Services Minor checksheet,Program,,,,
HUS 323,HUS,323,Mental Health Electives checksheet,Program,,,,
HUS 326,HUS,326,Addiction Studies Minor checksheet,Program,,,,
HUS 326,HUS,326,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 326,HUS,326,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 326,HUS,326,Mental Health Electives checksheet,Program,,,,
HUS 326,HUS,326,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 328,HUS,328,"Child & Family Services Concentration, BSMHHS checksheet",Program,,,,
HUS 328,HUS,328,EDU 328,CrossList,,,,
HUS 328,HUS,328,Early Childhood Teacher (081) Certificate checksheet,Program,,,,
HUS 328,HUS,328,Early Childhood Teacher (081) Minor checksheet,Program,,,,
HUS 328,HUS,328,"Elementary Education, BS checksheet",Program,,,,
HUS 328,HUS,328,Mental Health Electives checksheet,Program,,,,
HUS 328,HUS,328,Teaching Assistant I Certificate checksheet,Program,,,,
HUS 330,HUS,330,HUS 349,Prereq,,,,
HUS 330,HUS,330,HUS 366,Prereq,,,,
HUS 332,HUS,332,Addiction Studies Minor checksheet,Program,,,,
HUS 332,HUS,332,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 332,HUS,332,Mental Health Electives checksheet,Program,,,,
HUS 332,HUS,332,"Optional Women's, Gender, and Sexuality Studies Concentration checksheet",Program,,,,
HUS 332,HUS,332,SSC 332,CrossList,,,,
HUS 332,HUS,332,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 335,HUS,335,Addiction Studies Minor checksheet,Program,,,,
HUS 335,HUS,335,Adult Mental Health Rehabilitation Concentration checksheet,Program,,,,
HUS 335,HUS,335,Mental Health Electives checksheet,Program,,,,
HUS 335,HUS,335,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 335,HUS,335,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 342,HUS,342,Mental Health Electives checksheet,Program,,,,
HUS 342,HUS,342,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 345,HUS,345,"Child & Family Services Concentration, BSMHHS checksheet",Program,,,,
HUS 345,HUS,345,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
HUS 345,HUS,345,Early Childhood Services Minor checksheet,Program,,,,
HUS 345,HUS,345,Mental Health Electives checksheet,Program,,,,
HUS 345,HUS,345,PSY 345,CrossList,,,,
HUS 346,HUS,346,Mental Health Electives checksheet,Program,,,,
HUS 349,HUS,349,HUS 461,Prereq,,,,
HUS 349,HUS,349,HUS 462,Prereq,,,,
HUS 349,HUS,349,HUS 463,Prereq,,,,
HUS 349,HUS,349,HUS 470,Prereq,,,,
HUS 349,HUS,349,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 349,HUS,349,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 350,HUS,350,Adult Mental Health Rehabilitation Concentration checksheet,Program,,,,
HUS 350,HUS,350,Geriatric Human Services Minor checksheet,Program,,,,
HUS 350,HUS,350,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 350,HUS,350,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 350,HUS,350,Mental Health Electives checksheet,Program,,,,
HUS 350,HUS,350,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 352,HUS,352,"Child & Family Services Concentration, BSMHHS checksheet",Program,,,,
HUS 352,HUS,352,EDU 352,CrossList,,,,
HUS 352,HUS,352,Early Childhood Services Minor checksheet,Program,,,,
HUS 352,HUS,352,Early Childhood Teacher (081) Certificate checksheet,Program,,,,
HUS 352,HUS,352,Early Childhood Teacher (081) Minor checksheet,Program,,,,
HUS 352,HUS,352,"Elementary Education, BS checksheet",Program,,,,
HUS 352,HUS,352,Human Services Certificate checksheet,Program,,,,
HUS 352,HUS,352,Human Services Minor checksheet,Program,,,,
HUS 352,HUS,352,Mental Health Electives checksheet,Program,,,,
HUS 352,HUS,352,"Optional Women's, Gender, and Sexuality Studies Concentration checksheet",Program,,,,
HUS 354,HUS,354,"Child & Family Services Concentration, BSMHHS checksheet",Program,,,,
HUS 354,HUS,354,Mental Health Electives checksheet,Program,,,,
HUS 364,HUS,364,"Grief, Loss & Trauma Minor checksheet",Program,,,,
HUS 364,HUS,364,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HUS 364,HUS,364,International Public Service Certificate checksheet,Program,,,,
HUS 364,HUS,364,International Service Certificate checksheet,Program,,,,
HUS 364,HUS,364,JUS 364,CrossList,,,,
HUS 364,HUS,364,"Justice Studies, BS checksheet",Program,,,,
HUS 364,HUS,364,Mental Health Electives checksheet,Program,,,,
HUS 364,HUS,364,Psychiatric In-Patient Care Certificate checksheet,Program,,,,
HUS 364,HUS,364,SSC 364,CrossList,,,,
HUS 366,HUS,366,"Grief, Loss & Trauma Minor checksheet",Program,,,,
HUS 366,HUS,366,Mental Health Electives checksheet,Program,,,,
HUS 371,HUS,371,Embodied Social Justice Certificate checksheet,Program,,,,
HUS 371,HUS,371,Embodied Social Justice Minor checksheet,Program,,,,
HUS 372,HUS,372,Embodied Social Justice Certificate checksheet,Program,,,,
HUS 372,HUS,372,Embodied Social Justice Minor checksheet,Program,,,,
HUS 376,HUS,376,JUS 376,CrossList,,,,
HUS 460,HUS,460,HUS 461,Prereq,,,,
HUS 460,HUS,460,HUS 462,Prereq,,,,
HUS 460,HUS,460,HUS 463,Prereq,,,,
HUS 470,HUS,470,HUS 223,Prereq,,,,
HUS 470,HUS,470,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 470,HUS,470,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 501,HUS,501,"Substance Use Disorders, Graduate Certificate checksheet",Program,,,,
HUS 502,HUS,502,"Substance Use Disorders, Graduate Certificate checksheet",Program,,,,
HUS 503,HUS,503,HUS 505,Prereq,,,,
HUS 503,HUS,503,HUS 506,Prereq,,,,
HUS 503,HUS,503,"Substance Use Disorders, Graduate Certificate checksheet",Program,,,,
HUS 504,HUS,504,"Substance Use Disorders, Graduate Certificate checksheet",Program,,,,
HUS 505,HUS,505,HUS 506,Prereq,,,,
HUS 505,HUS,505,"Substance Use Disorders, Graduate Certificate checksheet",Program,,,,
HUS 506,HUS,506,"Substance Use Disorders, Graduate Certificate checksheet",Program,,,,
ILS 100,ILS,100,ILS 101,Prereq,,,,
ILS 100,ILS,100,ILS 150,Prereq,,,,
ILS 100,ILS,100,ILS 175,Prereq,,,,
ILS 100,ILS,100,ILS 201,Prereq,,,,
ILS 100,ILS,100,ILS 202,Prereq,,,,
ILS 100,ILS,100,ILS 205,Prereq,,,,
ILS 100,ILS,100,ILS 225,Prereq,,,,
ILS 100,ILS,100,ILS 250,Prereq,,,,
ILS 100,ILS,100,ILS 289,Prereq,,,,
ILS 100,ILS,100,ILS 306,Prereq,,,,
ILS 100,ILS,100,ILS 389,Prereq,,,,
ILS 100,ILS,100,Information & Library Science Certificate checksheet,Program,,,,
ILS 100,ILS,100,Information & Library Science Minor checksheet,Program,,,,
ILS 100,ILS,100,"Information & Library Science, AS checksheet",Program,,,,
ILS 100,ILS,100,"Information & Library Science, BS checksheet",Program,,,,
ILS 101,ILS,101,ILS 150,Prereq,,,,
ILS 101,ILS,101,ILS 205,Prereq,,,,
ILS 101,ILS,101,Information & Library Science Certificate checksheet,Program,,,,
ILS 101,ILS,101,Information & Library Science Minor checksheet,Program,,,,
ILS 101,ILS,101,"Information & Library Science, AS checksheet",Program,,,,
ILS 101,ILS,101,"Information & Library Science, BS checksheet",Program,,,,
ILS 109,ILS,109,ILS 202,Prereq,,,,
ILS 109,ILS,109,Information & Library Science Certificate checksheet,Program,,,,
ILS 109,ILS,109,Information & Library Science Minor checksheet,Program,,,,
ILS 109,ILS,109,"Information & Library Science, AS checksheet",Program,,,,
ILS 109,ILS,109,"Information & Library Science, BS checksheet",Program,,,,
ILS 150,ILS,150,ILS 306,Prereq,,,,
ILS 150,ILS,150,ILS 350,Prereq,,,,
ILS 150,ILS,150,ILS 365,Prereq,,,,
ILS 150,ILS,150,ILS 441,Prereq,,,,
ILS 150,ILS,150,Information & Library Science Certificate checksheet,Program,,,,
ILS 150,ILS,150,Information & Library Science Minor checksheet,Program,,,,
ILS 150,ILS,150,"Information & Library Science, AS checksheet",Program,,,,
ILS 150,ILS,150,"Information & Library Science, BS checksheet",Program,,,,
ILS 175,ILS,175,Information & Library Science Certificate checksheet,Program,,,,
ILS 175,ILS,175,Information & Library Science Minor checksheet,Program,,,,
ILS 175,ILS,175,"Information & Library Science, AS checksheet",Program,,,,
ILS 175,ILS,175,"Information & Library Science, BS checksheet",Program,,,,
ILS 201,ILS,201,Information & Library Science Certificate checksheet,Program,,,,
ILS 201,ILS,201,"Information & Library Science, AS checksheet",Program,,,,
ILS 201,ILS,201,"Information & Library Science, BS checksheet",Program,,,,
ILS 202,ILS,202,Information & Library Science Certificate checksheet,Program,,,,
ILS 202,ILS,202,"Information & Library Science, AS checksheet",Program,,,,
ILS 202,ILS,202,"Information & Library Science, BS checksheet",Program,,,,
ILS 205,ILS,205,Information & Library Science Certificate checksheet,Program,,,,
ILS 205,ILS,205,"Information & Library Science, AS checksheet",Program,,,,
ILS 205,ILS,205,"Information & Library Science, BS checksheet",Program,,,,
ILS 225,ILS,225,ILS 306,Prereq,,,,
ILS 225,ILS,225,ILS 325,Prereq,,,,
ILS 225,ILS,225,Information & Library Science Certificate checksheet,Program,,,,
ILS 225,ILS,225,Information & Library Science Minor checksheet,Program,,,,
ILS 225,ILS,225,"Information & Library Science, AS checksheet",Program,,,,
ILS 225,ILS,225,"Information & Library Science, BS checksheet",Program,,,,
ILS 250,ILS,250,ILS 306,Prereq,,,,
ILS 250,ILS,250,ILS 312,Prereq,,,,
ILS 250,ILS,250,ILS 350,Prereq,,,,
ILS 250,ILS,250,ILS 389,Prereq,,,,
ILS 250,ILS,250,ILS 412,Prereq,,,,
ILS 250,ILS,250,ILS 420,Prereq,,,,
ILS 250,ILS,250,ILS 442,Prereq,,,,
ILS 250,ILS,250,Information & Library Science Certificate checksheet,Program,,,,
ILS 250,ILS,250,Information & Library Science Minor checksheet,Program,,,,
ILS 250,ILS,250,"Information & Library Science, AS checksheet",Program,,,,
ILS 250,ILS,250,"Information & Library Science, BS checksheet",Program,,,,
ILS 289,ILS,289,"Information & Library Science, AS checksheet",Program,,,,
ILS 289,ILS,289,"Information & Library Science, BS checksheet",Program,,,,
ILS 299,ILS,299,"Information & Library Science, AS checksheet",Program,,,,
ILS 306,ILS,306,Information & Library Science Minor checksheet,Program,,,,
ILS 306,ILS,306,"Information & Library Science, BS checksheet",Program,,,,
ILS 312,ILS,312,"Information & Library Science, BS checksheet",Program,,,,
ILS 325,ILS,325,ILS 389,Prereq,,,,
ILS 325,ILS,325,ILS 412,Prereq,,,,
ILS 325,ILS,325,ILS 420,Prereq,,,,
ILS 325,ILS,325,Information & Library Science Minor checksheet,Program,,,,
ILS 325,ILS,325,"Information & Library Science, BS checksheet",Program,,,,
ILS 350,ILS,350,Information & Library Science Minor checksheet,Program,,,,
ILS 350,ILS,350,"Information & Library Science, BS checksheet",Program,,,,
ILS 365,ILS,365,Information & Library Science Minor checksheet,Program,,,,
ILS 365,ILS,365,"Information & Library Science, BS checksheet",Program,,,,
ILS 385,ILS,385,Information & Library Science Minor checksheet,Program,,,,
ILS 385,ILS,385,"Information & Library Science, BS checksheet",Program,,,,
ILS 412,ILS,412,"Information & Library Science, BS checksheet",Program,,,,
ILS 420,ILS,420,"Information & Library Science, BS checksheet",Program,,,,
ILS 441,ILS,441,Information & Library Science Minor checksheet,Program,,,,
ILS 441,ILS,441,"Information & Library Science, BS checksheet",Program,,,,
ILS 442,ILS,442,Information & Library Science Minor checksheet,Program,,,,
ILS 442,ILS,442,"Information & Library Science, BS checksheet",Program,,,,
ILS 450,ILS,450,"Information & Library Science, BS checksheet",Program,,,,
ILS 499,ILS,499,"Information & Library Science, BS checksheet",Program,,,,
IND 494,IND,494,Advocacy Minor checksheet,Program,,,,
INT 188,INT,188,HON 188,CrossList,,,,
INT 188,INT,188,Honors Program checksheet,Program,,,,
INT 208,INT,208,"Data Science, BS checksheet",Program,,,,
INT 208,INT,208,English Minor checksheet,Program,,,,
INT 208,INT,208,"English, BA checksheet",Program,,,,
INT 208,INT,208,HON 208,CrossList,,,,
INT 208,INT,208,HON 308,Prereq,,,,
INT 208,INT,208,Honors Program checksheet,Program,,,,
